id,name,category,subcategory,vendor,website,documentation,github_url,logo,description,open_source,license,pricing_model,release_year,latest_version,github_stars,community_score,enterprise_adoption_score,enterprise_readiness_score,latency_score,performance_score,scalability_score,security_score,governance_score,observability_score,cost_efficiency_score,developer_experience_score,deployment_complexity_score,ecosystem_maturity_score,integration_score,maintenance_score,benchmark_score,overall_rating,ai_trust_score,production_reliability_score,best_for,supported_clouds,gpu_requirement,multi_modal_support,rag_support,agent_support,fine_tuning_support,api_available,self_hosting_support,vector_search_support,streaming_support,compliance,sla_support,pricing_notes,enterprise_clients,top_competitors,tags,last_updated
sql-presto,Presto,SQL Engines,Distributed SQL Query Engine,Meta (PrestoDB),https://prestodb.io,https://prestodb.io/docs/current/,https://github.com/prestodb/presto,,Open-source distributed SQL query engine for running interactive analytic queries against data sources of all sizes. Original Facebook data platform for querying petabytes.,true,Apache-2.0,Free,2013,0.289,16700,85,89,90,89,93,97,91,86,88,86,82,80,92,90,86,90,88,85,92,"Large-scale data lake queries, cross-source federation","AWS,Azure,GCP,Self-hosted",None,false,true,false,false,true,true,false,true,"SOC2 compatible",false,Free and open-source; Ahana/IBM provides managed Presto,"Facebook,Airbnb,Netflix,Uber","Trino,Spark SQL,Impala",presto prestodb distributed sql federation lakehouse meta facebook,2026-06-01
sql-spark-sql,Apache Spark SQL,SQL Engines,Distributed Processing Engine,Apache Software Foundation,https://spark.apache.org/sql/,https://spark.apache.org/docs/latest/sql-programming-guide.html,https://github.com/apache/spark,,Spark SQL is Apache Spark's module for working with structured data. Provides SQL interface and DataFrames for distributed data processing at massive scale.,true,Apache-2.0,Free,2013,4.0.0,40000,96,97,98,85,97,99,92,88,90,88,82,82,99,98,94,95,94,91,97,"Large-scale ETL, batch ML pipelines, unified analytics and data engineering","AWS,Azure,GCP,Self-hosted",Optional,false,true,true,true,true,true,false,true,"SOC2 compatible",false,Open-source free; Databricks and EMR add enterprise features,"JPMorgan,Apple,Microsoft,Google","Flink,Presto,Trino,Hive",spark-sql apache distributed processing ml etl data-engineering lakehouse,2026-06-01
sql-cockroachdb,CockroachDB,SQL Engines,Distributed NewSQL Database,Cockroach Labs,https://www.cockroachlabs.com,https://www.cockroachlabs.com/docs/,https://github.com/cockroachdb/cockroach,,Distributed SQL database built for cloud-native environments. Provides global distribution with PostgreSQL wire compatibility and strong consistency across multiple regions.,true,"BSL 1.1 (core), Enterprise",Freemium,2015,24.2,32200,92,88,92,86,90,96,96,92,90,90,82,82,92,92,90,90,90,88,95,"Globally distributed OLTP, multi-region PostgreSQL replacement, financial apps","AWS,Azure,GCP",None,false,false,false,false,true,true,false,true,"SOC2 Type II, ISO27001, HIPAA",true,Core free; Enterprise adds advanced geo-partitioning and support,"Comcast,DoorDash,Netflix,Bose","YugabyteDB,PlanetScale,Spanner,Vitess",cockroachdb distributed newsql postgresql cloud-native global OLTP,2026-06-01
sql-yugabytedb,YugabyteDB,SQL Engines,Distributed NewSQL Database,Yugabyte Inc,https://www.yugabyte.com,https://docs.yugabyte.com,https://github.com/yugabyte/yugabyte-db,,Open-source distributed SQL database designed to run mission-critical applications with PostgreSQL compatibility across multiple regions and clouds with no single point of failure.,true,Apache-2.0,Freemium,2017,2.23,10300,88,85,88,84,88,95,95,91,88,90,80,82,90,90,88,88,88,86,94,"Mission-critical multi-region OLTP, Postgres replacement for scale","AWS,Azure,GCP",None,false,false,false,false,true,true,false,true,"SOC2, ISO27001",true,Community free; Managed cloud and Enterprise tiers available,"Juniper Networks,Kroger,Gojek","CockroachDB,PlanetScale,AlloyDB",yugabytedb distributed postgresql newsql cloud-native multi-region OLTP,2026-06-01
sql-dremio,Dremio,SQL Engines,Lakehouse Query Engine,Dremio Corporation,https://www.dremio.com,https://docs.dremio.com,https://github.com/dremio/dremio-oss,,Lakehouse platform that enables business intelligence directly on data lakes without moving data. Uses Apache Arrow Flight for accelerated queries on S3 Parquet and Iceberg.,true,Apache-2.0,Freemium,2015,25.1.3,0,86,88,90,88,94,96,90,86,90,90,84,80,90,92,88,90,88,86,93,"Lakehouse BI, zero-ETL analytics, self-service SQL on S3/Iceberg","AWS,Azure,GCP,Self-hosted",None,false,true,false,false,true,true,false,true,"SOC2, ISO27001",true,Community edition free; Cloud from $5/month per user; Enterprise contact sales,"Walmart,Condé Nast,Maersk","Trino,Databricks,Starburst",dremio lakehouse arrow flight iceberg sql analytics zero-etl,2026-06-01
sql-mysql,MySQL,SQL Engines,Relational Database,Oracle Corporation,https://www.mysql.com,https://dev.mysql.com/doc/,https://github.com/mysql/mysql-server,,World's most popular open-source relational database management system. Gold standard for OLTP web applications with decades of production hardening.,true,"GPL-2.0, Commercial",Freemium,1995,8.4.0,12000,96,96,99,88,88,92,96,94,92,90,92,88,99,98,96,91,93,90,98,"Web OLTP, e-commerce, traditional relational data, LAMP stack apps","AWS,Azure,GCP,Self-hosted",None,false,false,false,false,true,true,false,false,"SOC2, HIPAA, PCI-DSS",true,Community free; Enterprise $2,000–$10,000/year; RDS/Cloud managed adds cost,"Facebook,Google,Twitter,YouTube","PostgreSQL,MariaDB,SQL Server",mysql relational oltp sql database web application open-source,2026-06-01
sql-postgresql,PostgreSQL,SQL Engines,Relational Database,PostgreSQL Global Development Group,https://www.postgresql.org,https://www.postgresql.org/docs/,https://github.com/postgres/postgres,,Powerful advanced open-source relational database system with over 35 years of active development. Feature-rich with JSONB vector extensions (pgvector) and extensibility.,true,PostgreSQL License,Free,1996,17.0,16000,98,97,99,89,90,92,97,94,91,95,96,90,99,99,97,92,95,92,99,"General-purpose OLTP, vector search (pgvector), JSON data, web applications","AWS,Azure,GCP,Self-hosted",None,false,true,false,false,true,true,true,false,"SOC2 compatible, HIPAA capable",false,Completely free; Managed services (RDS/AlloyDB/Supabase) add cost,"Apple,Twitch,Instagram,Spotify","MySQL,SQL Server,Oracle DB",postgresql sql relational oltp open-source advanced vector pgvector,2026-06-01
sql-azure-synapse,Azure Synapse Analytics,SQL Engines,Cloud Data Warehouse,Microsoft,https://azure.microsoft.com/en-us/products/synapse-analytics,https://docs.microsoft.com/en-us/azure/synapse-analytics/,,,Limitless analytics service bringing together enterprise data warehousing and Big Data analytics. Unified experience for ingesting preparing managing and serving data with Power BI.,false,Proprietary,Pay-as-you-go,2019,current,0,88,95,97,90,94,98,98,96,95,88,90,76,97,98,93,92,93,90,97,"Microsoft ecosystem analytics, Power BI integration, enterprise SQL on Azure",Azure,Optional,false,true,false,false,true,false,false,true,"SOC2, ISO27001, HIPAA, FedRAMP",true,"DWU: from $0.82/hour; Serverless: $5/TB processed; Storage separate","Microsoft Enterprise, Walgreens, FedEx","BigQuery,Snowflake,Databricks",azure-synapse microsoft data-warehouse analytics sql power-bi enterprise,2026-06-01
sql-athena,Amazon Athena,SQL Engines,Serverless Query Engine,Amazon Web Services,https://aws.amazon.com/athena/,https://docs.aws.amazon.com/athena/,,,Interactive query service for analyzing data in Amazon S3 using standard SQL. Serverless with no infrastructure management — only pay per query on data scanned.,false,Proprietary,Pay-per-query,2016,3.0,0,90,92,94,88,91,95,96,92,92,88,92,82,94,96,92,90,91,88,95,"Serverless S3 queries, ad-hoc analytics, cost-effective data lake exploration",AWS,None,false,true,false,false,true,false,false,false,"SOC2, HIPAA, PCI-DSS, FedRAMP",false,"$5 per TB of data scanned; compressed data reduces costs significantly","Amazon internal,Lyft,GoDaddy","BigQuery,Trino,Presto",athena aws serverless sql s3 data-lake pay-per-query analytics,2026-06-01
sql-motherduck,MotherDuck,SQL Engines,Serverless Cloud DuckDB,MotherDuck Inc,https://motherduck.com,https://motherduck.com/docs/,,,Serverless cloud-native analytical database built on DuckDB. Enables sharing collaboration and scaling of DuckDB with hybrid execution across local and cloud.,false,Proprietary,Freemium,2023,current,0,88,80,82,94,93,80,85,78,84,96,97,90,82,88,84,89,88,85,88,"Serverless DuckDB collaboration, local+cloud hybrid analytics, modern data stack","AWS",None,false,false,false,false,true,false,false,false,GDPR compliant,false,Free starter tier; paid plans from $30/month per user,"dbt Labs,small data teams","DuckDB,BigQuery,Snowflake",motherduck duckdb serverless cloud local-cloud hybrid analytics parquet,2026-06-01
